#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRAK4	NFKB1	9606.ENSP00000390651	9606.ENSP00000226574	0	0	0	0	0.061	0.177	0	0.486	0.568
IRAK4	TICAM1	9606.ENSP00000390651	9606.ENSP00000248244	0	0	0	0	0	0.050	0	0.580	0.584
IRAK4	TRAF5	9606.ENSP00000390651	9606.ENSP00000261464	0	0	0	0	0.059	0.185	0	0.364	0.469
IRAK4	LY96	9606.ENSP00000390651	9606.ENSP00000284818	0	0	0	0	0.062	0	0.900	0.551	0.954
IRAK4	PIDD1	9606.ENSP00000390651	9606.ENSP00000337797	0	0	0	0	0	0.186	0	0.397	0.488
IRAK4	TRADD	9606.ENSP00000390651	9606.ENSP00000341268	0	0	0	0	0	0.057	0	0.400	0.410
IRAK4	TAB2	9606.ENSP00000390651	9606.ENSP00000356426	0	0	0	0	0	0.083	0.600	0.724	0.890
IRAK4	MAP3K7	9606.ENSP00000390651	9606.ENSP00000358335	0	0	0	0.605	0	0.144	0.600	0.580	0.722
IRAK4	NFKB2	9606.ENSP00000390651	9606.ENSP00000358983	0	0	0	0	0.061	0.177	0	0.429	0.520
IRAK4	TLR4	9606.ENSP00000390651	9606.ENSP00000363089	0	0	0	0	0.059	0.435	0.900	0.741	0.984
IRAK4	TAB3	9606.ENSP00000390651	9606.ENSP00000368215	0	0	0	0	0	0.083	0.600	0.566	0.827
IRAK4	TIRAP	9606.ENSP00000390651	9606.ENSP00000376445	0	0	0	0	0	0.807	0.900	0.764	0.995
IRAK4	RELA	9606.ENSP00000390651	9606.ENSP00000384273	0	0	0	0	0	0	0	0.423	0.423
IRAK4	TNF	9606.ENSP00000390651	9606.ENSP00000398698	0	0	0	0	0	0.050	0	0.579	0.583
IRAK4	TRAF3	9606.ENSP00000390651	9606.ENSP00000454207	0	0	0	0	0.059	0.185	0	0.699	0.749
IRAK4	TICAM2	9606.ENSP00000390651	9606.ENSP00000415139	0	0	0	0	0	0.409	0.900	0.554	0.971
IRAK4	MYD88	9606.ENSP00000390651	9606.ENSP00000401399	0	0	0	0	0.061	0.922	0.900	0.982	0.999
LAT	PLCG1	9606.ENSP00000378845	9606.ENSP00000244007	0	0	0	0	0.049	0.635	0.900	0.798	0.992
LAT	PRKCQ	9606.ENSP00000378845	9606.ENSP00000263125	0	0	0	0	0.061	0	0.900	0.359	0.934
LAT	ZAP70	9606.ENSP00000378845	9606.ENSP00000264972	0	0	0	0	0.175	0.349	0.900	0.921	0.995
LAT	LCK	9606.ENSP00000378845	9606.ENSP00000337825	0	0	0	0	0.241	0.382	0.900	0.844	0.991
LAT	MAP3K7	9606.ENSP00000378845	9606.ENSP00000358335	0	0	0	0	0	0.083	0.900	0.086	0.908
LAT	SYK	9606.ENSP00000378845	9606.ENSP00000364907	0	0	0	0	0.062	0.406	0.900	0.846	0.990
LAT	LYN	9606.ENSP00000378845	9606.ENSP00000428924	0	0	0	0	0	0.100	0.900	0.607	0.961
LAT	PLCG2	9606.ENSP00000378845	9606.ENSP00000482457	0	0	0	0	0.061	0.595	0.900	0.581	0.981
LBP	NFKBIA	9606.ENSP00000217407	9606.ENSP00000216797	0	0	0	0	0.049	0	0	0.457	0.462
LBP	PLCG2	9606.ENSP00000217407	9606.ENSP00000482457	0	0	0	0	0	0	0	0.470	0.470
LBP	TNF	9606.ENSP00000217407	9606.ENSP00000398698	0	0	0	0	0	0	0	0.542	0.542
LBP	LY96	9606.ENSP00000217407	9606.ENSP00000284818	0	0	0	0	0.055	0	0.900	0.672	0.966
LBP	TLR4	9606.ENSP00000217407	9606.ENSP00000363089	0	0	0	0	0.063	0	0.900	0.669	0.966
LCK	NFKBIA	9606.ENSP00000337825	9606.ENSP00000216797	0	0	0	0	0	0.433	0.900	0.259	0.954
LCK	NFKB1	9606.ENSP00000337825	9606.ENSP00000226574	0	0	0	0	0.074	0.125	0.900	0.244	0.930
LCK	PLCG1	9606.ENSP00000337825	9606.ENSP00000244007	0	0	0	0	0.061	0.472	0.900	0.668	0.981
LCK	TRAF2	9606.ENSP00000337825	9606.ENSP00000247668	0	0	0	0	0.068	0.102	0.800	0.109	0.831
LCK	PRKCQ	9606.ENSP00000337825	9606.ENSP00000263125	0	0	0	0.576	0.138	0.398	0.900	0.453	0.953
LCK	ZAP70	9606.ENSP00000337825	9606.ENSP00000264972	0	0	0	0.751	0.534	0.472	0.900	0.964	0.979
LCK	PRKCB	9606.ENSP00000337825	9606.ENSP00000305355	0	0	0	0.573	0.116	0.073	0.900	0.196	0.917
LCK	MALT1	9606.ENSP00000337825	9606.ENSP00000319279	0.046	0	0	0	0	0.080	0	0.523	0.545
LCK	TLR4	9606.ENSP00000337825	9606.ENSP00000363089	0	0	0	0	0	0.123	0	0.400	0.451
LCK	TNF	9606.ENSP00000337825	9606.ENSP00000398698	0	0	0	0	0.082	0.050	0	0.482	0.509
LCK	RELA	9606.ENSP00000337825	9606.ENSP00000384273	0	0	0	0	0.048	0	0.900	0.296	0.927
LCK	LYN	9606.ENSP00000337825	9606.ENSP00000428924	0	0	0.438	0.967	0.079	0.348	0.900	0.814	0.937
LCK	PLCG2	9606.ENSP00000337825	9606.ENSP00000482457	0	0	0	0.553	0.062	0.400	0.900	0.377	0.948
LCK	SYK	9606.ENSP00000337825	9606.ENSP00000364907	0	0	0	0.762	0.096	0.492	0.900	0.763	0.959
LTA	TNFRSF1A	9606.ENSP00000403495	9606.ENSP00000162749	0	0	0	0	0.061	0.890	0.900	0.801	0.997
LTA	RELB	9606.ENSP00000403495	9606.ENSP00000221452	0	0	0	0	0.096	0	0	0.413	0.447
LTA	TRAF2	9606.ENSP00000403495	9606.ENSP00000247668	0	0	0	0	0.064	0	0.900	0.205	0.919
LTA	RIPK1	9606.ENSP00000403495	9606.ENSP00000259808	0	0	0	0	0.057	0.326	0.900	0.104	0.935
LTA	TNFRSF13C	9606.ENSP00000403495	9606.ENSP00000291232	0	0	0	0	0.091	0	0.900	0.188	0.919
LTA	VCAM1	9606.ENSP00000403495	9606.ENSP00000294728	0	0	0	0	0	0	0	0.488	0.488
LTA	NFKB2	9606.ENSP00000403495	9606.ENSP00000358983	0	0	0	0	0.090	0	0	0.384	0.416
LTA	TRAF1	9606.ENSP00000403495	9606.ENSP00000362994	0	0	0	0	0.172	0	0.900	0.205	0.928
LTA	TLR4	9606.ENSP00000403495	9606.ENSP00000363089	0	0	0	0	0.055	0	0	0.413	0.421
LTA	TNFSF13B	9606.ENSP00000403495	9606.ENSP00000365048	0	0	0	0	0.069	0	0.900	0.268	0.925
LTA	TNFSF11	9606.ENSP00000403495	9606.ENSP00000381775	0	0	0	0	0.062	0	0.900	0.424	0.941
LTA	RELA	9606.ENSP00000403495	9606.ENSP00000384273	0	0	0	0	0	0.176	0	0.324	0.419
LTA	TNF	9606.ENSP00000403495	9606.ENSP00000398698	0	0	0	0.759	0.282	0.379	0.900	0.874	0.961
LTA	MYD88	9606.ENSP00000403495	9606.ENSP00000401399	0	0	0	0	0.061	0	0	0.406	0.418
LTA	TRAF3	9606.ENSP00000403495	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.201	0.916
LTA	TNFRSF11A	9606.ENSP00000403495	9606.ENSP00000465500	0	0	0	0	0	0	0.900	0.271	0.923
LTA	MAP3K14	9606.ENSP00000403495	9606.ENSP00000482657	0	0	0	0	0	0	0.900	0.354	0.932
LTA	TNFSF14	9606.ENSP00000403495	9606.ENSP00000469049	0	0	0	0	0.090	0	0.900	0.450	0.945
LTA	LTB	9606.ENSP00000403495	9606.ENSP00000410481	0	0	0	0.647	0.215	0.882	0.900	0.842	0.992
LTB	TNFRSF1A	9606.ENSP00000410481	9606.ENSP00000162749	0	0	0	0	0	0.457	0	0.351	0.632
LTB	RELB	9606.ENSP00000410481	9606.ENSP00000221452	0	0	0	0	0.119	0	0	0.505	0.545
LTB	TRAF2	9606.ENSP00000410481	9606.ENSP00000247668	0	0	0	0	0.063	0	0.900	0.084	0.906
LTB	TNFRSF13C	9606.ENSP00000410481	9606.ENSP00000291232	0	0	0	0	0.159	0	0.900	0.187	0.925
LTB	NFKB2	9606.ENSP00000410481	9606.ENSP00000358983	0	0	0	0	0.095	0	0	0.470	0.499
LTB	TNFSF13B	9606.ENSP00000410481	9606.ENSP00000365048	0	0	0	0	0.096	0	0.900	0.429	0.943
LTB	TNFSF11	9606.ENSP00000410481	9606.ENSP00000381775	0	0	0	0	0.062	0	0.900	0.311	0.929
LTB	TNF	9606.ENSP00000410481	9606.ENSP00000398698	0	0	0	0.664	0.300	0.102	0.900	0.502	0.942
LTB	TRAF3	9606.ENSP00000410481	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.211	0.917
LTB	MAP3K14	9606.ENSP00000410481	9606.ENSP00000482657	0	0	0	0	0.061	0	0.900	0.351	0.933
LTB	TNFRSF11A	9606.ENSP00000410481	9606.ENSP00000465500	0	0	0	0	0	0	0.900	0.455	0.943
LTB	TNFSF14	9606.ENSP00000410481	9606.ENSP00000469049	0	0	0	0.625	0.096	0.305	0.900	0.545	0.945
LY96	TAB1	9606.ENSP00000284818	9606.ENSP00000216160	0	0	0	0	0	0	0.900	0.219	0.918
LY96	NFKBIA	9606.ENSP00000284818	9606.ENSP00000216797	0	0	0	0	0.066	0	0	0.398	0.413
LY96	TICAM1	9606.ENSP00000284818	9606.ENSP00000248244	0	0	0	0	0.097	0	0.900	0.473	0.948
LY96	RIPK1	9606.ENSP00000284818	9606.ENSP00000259808	0	0	0	0	0.072	0	0.900	0.186	0.917
LY96	TNF	9606.ENSP00000284818	9606.ENSP00000398698	0	0	0	0	0.098	0	0	0.645	0.666
LY96	PLCG2	9606.ENSP00000284818	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.046	0.900
LY96	MAP3K7	9606.ENSP00000284818	9606.ENSP00000358335	0	0	0	0	0	0	0.900	0.196	0.916
LY96	TAB3	9606.ENSP00000284818	9606.ENSP00000368215	0	0	0	0	0	0	0.900	0.201	0.916
LY96	TRAF3	9606.ENSP00000284818	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.307	0.927
LY96	TAB2	9606.ENSP00000284818	9606.ENSP00000356426	0	0	0	0	0	0	0.900	0.309	0.928
LY96	TICAM2	9606.ENSP00000284818	9606.ENSP00000415139	0	0	0	0	0.111	0	0.900	0.575	0.958
LY96	TIRAP	9606.ENSP00000284818	9606.ENSP00000376445	0	0	0	0	0	0	0.900	0.685	0.967
LY96	MYD88	9606.ENSP00000284818	9606.ENSP00000401399	0	0	0	0	0.088	0	0.900	0.766	0.976
LY96	TLR4	9606.ENSP00000284818	9606.ENSP00000363089	0	0	0	0	0.176	0.871	0.900	0.956	0.999
LYN	NFKB1	9606.ENSP00000428924	9606.ENSP00000226574	0	0	0	0	0.087	0.125	0.900	0.166	0.924
LYN	PLCG1	9606.ENSP00000428924	9606.ENSP00000244007	0	0	0	0	0.062	0.416	0.900	0.499	0.968
LYN	PRKCQ	9606.ENSP00000428924	9606.ENSP00000263125	0	0	0	0.585	0.062	0.398	0.900	0.180	0.942
LYN	ZAP70	9606.ENSP00000428924	9606.ENSP00000264972	0	0	0	0.742	0.063	0.064	0.900	0.679	0.921
LYN	PRKCB	9606.ENSP00000428924	9606.ENSP00000305355	0	0	0	0.576	0.057	0.386	0.800	0.354	0.891
LYN	PTGS2	9606.ENSP00000428924	9606.ENSP00000356438	0	0	0	0	0.065	0.058	0	0.548	0.567
LYN	TLR4	9606.ENSP00000428924	9606.ENSP00000363089	0	0	0	0	0.084	0.123	0	0.698	0.737
LYN	SYK	9606.ENSP00000428924	9606.ENSP00000364907	0	0	0	0.723	0.243	0.455	0.900	0.948	0.966
LYN	TNFSF13B	9606.ENSP00000428924	9606.ENSP00000365048	0	0	0	0	0.119	0	0	0.474	0.517
LYN	TNFSF11	9606.ENSP00000428924	9606.ENSP00000381775	0	0	0	0	0	0	0	0.556	0.556
LYN	TNF	9606.ENSP00000428924	9606.ENSP00000398698	0	0	0	0	0.107	0.300	0	0.460	0.633
LYN	MYD88	9606.ENSP00000428924	9606.ENSP00000401399	0	0	0	0	0.120	0.131	0	0.452	0.545
LYN	TNFAIP3	9606.ENSP00000428924	9606.ENSP00000481570	0	0	0	0	0.107	0.083	0	0.348	0.419
LYN	PLCG2	9606.ENSP00000428924	9606.ENSP00000482457	0	0	0	0.558	0.161	0.410	0.900	0.794	0.964
MALT1	TNFRSF1A	9606.ENSP00000319279	9606.ENSP00000162749	0	0	0	0	0.063	0	0	0.398	0.411
MALT1	TAB1	9606.ENSP00000319279	9606.ENSP00000216160	0.072	0	0	0	0	0	0.900	0.292	0.928
MALT1	NFKBIA	9606.ENSP00000319279	9606.ENSP00000216797	0	0	0	0	0	0.320	0.900	0.325	0.950
MALT1	RELB	9606.ENSP00000319279	9606.ENSP00000221452	0	0	0	0	0	0.379	0	0.588	0.733
MALT1	NFKB1	9606.ENSP00000319279	9606.ENSP00000226574	0	0	0	0	0.062	0	0.900	0.348	0.933
MALT1	TRAF2	9606.ENSP00000319279	9606.ENSP00000247668	0	0	0	0	0.062	0.406	0	0.266	0.555
MALT1	RIPK1	9606.ENSP00000319279	9606.ENSP00000259808	0.046	0	0	0	0	0.261	0	0.420	0.555
MALT1	PRKCQ	9606.ENSP00000319279	9606.ENSP00000263125	0	0	0	0	0.061	0.860	0.900	0.629	0.994
MALT1	ZAP70	9606.ENSP00000319279	9606.ENSP00000264972	0.046	0	0	0	0.062	0.080	0	0.470	0.505
MALT1	TNFRSF13C	9606.ENSP00000319279	9606.ENSP00000291232	0	0	0	0	0.082	0	0	0.418	0.442
MALT1	PRKCB	9606.ENSP00000319279	9606.ENSP00000305355	0	0	0	0	0	0	0.900	0.234	0.920
MALT1	TNFSF13B	9606.ENSP00000319279	9606.ENSP00000365048	0	0	0	0	0	0	0	0.423	0.422
MALT1	TNF	9606.ENSP00000319279	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.421	0.434
MALT1	TLR4	9606.ENSP00000319279	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.430	0.442
MALT1	MYD88	9606.ENSP00000319279	9606.ENSP00000401399	0	0	0	0	0.045	0	0	0.473	0.475
MALT1	NFKB2	9606.ENSP00000319279	9606.ENSP00000358983	0	0	0	0	0.061	0	0	0.490	0.500
MALT1	SYK	9606.ENSP00000319279	9606.ENSP00000364907	0.046	0	0	0	0.062	0.080	0	0.642	0.665
MALT1	TNFAIP3	9606.ENSP00000319279	9606.ENSP00000481570	0	0	0	0	0.063	0.379	0	0.542	0.710
MALT1	TRAF3	9606.ENSP00000319279	9606.ENSP00000454207	0	0	0	0	0	0.472	0	0.698	0.834
MALT1	TAB3	9606.ENSP00000319279	9606.ENSP00000368215	0	0	0	0	0.054	0	0.900	0.297	0.927
MALT1	RELA	9606.ENSP00000319279	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.512	0.949
MALT1	MAP3K7	9606.ENSP00000319279	9606.ENSP00000358335	0.046	0	0	0	0	0.428	0.900	0.317	0.957
MALT1	TAB2	9606.ENSP00000319279	9606.ENSP00000356426	0	0	0	0	0.062	0.328	0.900	0.417	0.958
MAP3K14	TNFRSF1A	9606.ENSP00000482657	9606.ENSP00000162749	0	0	0	0	0	0	0.900	0.372	0.934
MAP3K14	TAB1	9606.ENSP00000482657	9606.ENSP00000216160	0	0	0	0	0.064	0.191	0.900	0.219	0.932
MAP3K14	NFKBIA	9606.ENSP00000482657	9606.ENSP00000216797	0	0	0	0	0.061	0.339	0	0.426	0.613
MAP3K14	RELB	9606.ENSP00000482657	9606.ENSP00000221452	0	0	0	0	0.072	0	0.900	0.572	0.956
MAP3K14	NFKB1	9606.ENSP00000482657	9606.ENSP00000226574	0	0	0	0	0.061	0.057	0	0.482	0.502
MAP3K14	TRAF2	9606.ENSP00000482657	9606.ENSP00000247668	0	0	0	0	0.061	0.414	0.900	0.272	0.954
MAP3K14	RIPK1	9606.ENSP00000482657	9606.ENSP00000259808	0	0	0	0.548	0.064	0.407	0.900	0.240	0.945
MAP3K14	TRAF5	9606.ENSP00000482657	9606.ENSP00000261464	0	0	0	0	0.061	0.344	0.800	0.286	0.900
MAP3K14	TNFRSF13C	9606.ENSP00000482657	9606.ENSP00000291232	0	0	0	0	0	0	0.900	0.469	0.944
MAP3K14	TRADD	9606.ENSP00000482657	9606.ENSP00000341268	0	0	0	0	0	0	0.900	0.298	0.926
MAP3K14	TAB2	9606.ENSP00000482657	9606.ENSP00000356426	0	0	0	0	0	0	0.900	0.268	0.923
MAP3K14	MAP3K7	9606.ENSP00000482657	9606.ENSP00000358335	0	0	0	0.565	0.064	0.407	0.900	0.413	0.949
MAP3K14	NFKB2	9606.ENSP00000482657	9606.ENSP00000358983	0	0	0	0	0.084	0.389	0.900	0.591	0.974
MAP3K14	TRAF1	9606.ENSP00000482657	9606.ENSP00000362994	0	0	0	0	0.060	0.352	0.900	0.330	0.953
MAP3K14	TNFSF13B	9606.ENSP00000482657	9606.ENSP00000365048	0	0	0	0	0	0	0.900	0.393	0.936
MAP3K14	TAB3	9606.ENSP00000482657	9606.ENSP00000368215	0	0	0	0	0.061	0	0.800	0.049	0.805
MAP3K14	TNFSF11	9606.ENSP00000482657	9606.ENSP00000381775	0	0	0	0	0	0	0.900	0.249	0.921
MAP3K14	RELA	9606.ENSP00000482657	9606.ENSP00000384273	0	0	0	0	0	0	0	0.452	0.452
MAP3K14	TNF	9606.ENSP00000482657	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.282	0.925
MAP3K14	TRAF3	9606.ENSP00000482657	9606.ENSP00000454207	0	0	0	0	0.061	0.414	0.900	0.539	0.971
MAP3K14	TNFRSF11A	9606.ENSP00000482657	9606.ENSP00000465500	0	0	0	0	0	0	0.900	0.304	0.927
MAP3K14	TNFSF14	9606.ENSP00000482657	9606.ENSP00000469049	0	0	0	0	0	0	0.900	0.135	0.909
MAP3K14	TNFAIP3	9606.ENSP00000482657	9606.ENSP00000481570	0	0	0	0	0.061	0	0	0.426	0.437
MAP3K7	TNFRSF1A	9606.ENSP00000358335	9606.ENSP00000162749	0	0	0	0	0	0.472	0.900	0.417	0.966
MAP3K7	TAB1	9606.ENSP00000358335	9606.ENSP00000216160	0	0	0	0	0.064	0.957	0.900	0.894	0.999
MAP3K7	NFKBIA	9606.ENSP00000358335	9606.ENSP00000216797	0	0	0	0	0	0.414	0.900	0.557	0.971
MAP3K7	NFKB1	9606.ENSP00000358335	9606.ENSP00000226574	0	0	0	0	0	0.125	0.900	0.583	0.960
MAP3K7	TRAF2	9606.ENSP00000358335	9606.ENSP00000247668	0	0	0	0	0.059	0.433	0.900	0.289	0.957
MAP3K7	TICAM1	9606.ENSP00000358335	9606.ENSP00000248244	0	0	0	0	0	0.064	0.900	0.370	0.935
MAP3K7	RIPK1	9606.ENSP00000358335	9606.ENSP00000259808	0	0	0	0.585	0	0.379	0.900	0.429	0.946
MAP3K7	TRAF5	9606.ENSP00000358335	9606.ENSP00000261464	0	0	0	0	0.059	0.378	0.800	0.421	0.923
MAP3K7	PRKCQ	9606.ENSP00000358335	9606.ENSP00000263125	0	0	0	0.560	0.062	0.864	0.900	0.221	0.987
MAP3K7	TRADD	9606.ENSP00000358335	9606.ENSP00000341268	0	0	0	0	0.055	0.057	0.900	0.323	0.931
MAP3K7	TAB2	9606.ENSP00000358335	9606.ENSP00000356426	0	0	0	0	0.077	0.994	0.900	0.880	0.999
MAP3K7	TNFRSF11A	9606.ENSP00000358335	9606.ENSP00000465500	0	0	0	0	0	0.384	0	0.186	0.477
MAP3K7	SYK	9606.ENSP00000358335	9606.ENSP00000364907	0	0	0	0.575	0	0.434	0	0.216	0.478
MAP3K7	TIRAP	9606.ENSP00000358335	9606.ENSP00000376445	0	0	0	0	0	0.360	0	0.382	0.587
MAP3K7	NFKB2	9606.ENSP00000358335	9606.ENSP00000358983	0	0	0	0	0	0.125	0	0.586	0.622
MAP3K7	TRAF3	9606.ENSP00000358335	9606.ENSP00000454207	0	0	0	0	0.062	0.418	0	0.451	0.674
MAP3K7	TNFAIP3	9606.ENSP00000358335	9606.ENSP00000481570	0	0	0	0	0	0.125	0.900	0.348	0.937
MAP3K7	TICAM2	9606.ENSP00000358335	9606.ENSP00000415139	0	0	0	0	0	0.765	0.900	0.259	0.981
MAP3K7	RELA	9606.ENSP00000358335	9606.ENSP00000384273	0	0	0	0	0.060	0.695	0.900	0.421	0.981
MAP3K7	TLR4	9606.ENSP00000358335	9606.ENSP00000363089	0	0	0	0	0	0.809	0.900	0.444	0.988
MAP3K7	MYD88	9606.ENSP00000358335	9606.ENSP00000401399	0	0	0	0	0	0.871	0.900	0.634	0.994
MAP3K7	TAB3	9606.ENSP00000358335	9606.ENSP00000368215	0	0	0	0	0.063	0.867	0.900	0.663	0.995
MAP3K7	TNF	9606.ENSP00000358335	9606.ENSP00000398698	0	0	0	0	0	0.993	0.900	0.445	0.999
MYD88	TNFRSF1A	9606.ENSP00000401399	9606.ENSP00000162749	0	0	0	0	0.108	0	0	0.627	0.653
MYD88	TAB1	9606.ENSP00000401399	9606.ENSP00000216160	0	0	0	0	0.089	0	0.900	0.600	0.960
MYD88	NFKBIA	9606.ENSP00000401399	9606.ENSP00000216797	0	0	0	0	0.085	0	0.900	0.738	0.973
MYD88	RELB	9606.ENSP00000401399	9606.ENSP00000221452	0	0	0	0	0.098	0	0	0.502	0.532
MYD88	NFKB1	9606.ENSP00000401399	9606.ENSP00000226574	0	0	0	0	0.120	0	0.900	0.766	0.977
MYD88	TRAF2	9606.ENSP00000401399	9606.ENSP00000247668	0	0	0	0	0.049	0.361	0	0.376	0.588
MYD88	TICAM1	9606.ENSP00000401399	9606.ENSP00000248244	0	0	0	0	0.088	0	0	0.749	0.762
MYD88	RIPK1	9606.ENSP00000401399	9606.ENSP00000259808	0	0	0	0	0.089	0.263	0	0.551	0.672
MYD88	TRAF5	9606.ENSP00000401399	9606.ENSP00000261464	0	0	0	0	0.061	0.266	0	0.464	0.598
MYD88	ZAP70	9606.ENSP00000401399	9606.ENSP00000264972	0	0	0	0	0.079	0.142	0	0.361	0.452
MYD88	VCAM1	9606.ENSP00000401399	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.448	0.460
MYD88	TRADD	9606.ENSP00000401399	9606.ENSP00000341268	0	0	0	0	0.088	0	0	0.481	0.507
MYD88	TAB2	9606.ENSP00000401399	9606.ENSP00000356426	0	0	0	0	0.061	0	0.600	0.782	0.911
MYD88	PTGS2	9606.ENSP00000401399	9606.ENSP00000356438	0	0	0	0	0.071	0	0	0.549	0.564
MYD88	NFKB2	9606.ENSP00000401399	9606.ENSP00000358983	0	0	0	0	0.090	0	0.900	0.721	0.972
MYD88	TRAF1	9606.ENSP00000401399	9606.ENSP00000362994	0	0	0	0	0.076	0.266	0	0.452	0.596
MYD88	TLR4	9606.ENSP00000401399	9606.ENSP00000363089	0	0	0	0.580	0.065	0.902	0.900	0.962	0.994
MYD88	SYK	9606.ENSP00000401399	9606.ENSP00000364907	0	0	0	0	0.084	0.430	0	0.639	0.795
MYD88	TNFSF13B	9606.ENSP00000401399	9606.ENSP00000365048	0	0	0	0	0	0	0	0.535	0.535
MYD88	TAB3	9606.ENSP00000401399	9606.ENSP00000368215	0	0	0	0	0.061	0	0.600	0.546	0.814
MYD88	TIRAP	9606.ENSP00000401399	9606.ENSP00000376445	0	0	0	0.610	0	0.463	0.900	0.943	0.964
MYD88	TNFSF11	9606.ENSP00000401399	9606.ENSP00000381775	0	0	0	0	0	0	0	0.590	0.590
MYD88	RELA	9606.ENSP00000401399	9606.ENSP00000384273	0	0	0	0	0.144	0	0.900	0.583	0.961
MYD88	TNF	9606.ENSP00000401399	9606.ENSP00000398698	0	0	0	0	0.095	0	0	0.827	0.837
MYD88	TNFAIP3	9606.ENSP00000401399	9606.ENSP00000481570	0	0	0	0	0.114	0	0	0.556	0.591
MYD88	TICAM2	9606.ENSP00000401399	9606.ENSP00000415139	0	0	0	0	0	0	0	0.752	0.752
MYD88	TRAF3	9606.ENSP00000401399	9606.ENSP00000454207	0	0	0	0	0	0.863	0	0.822	0.974
NFKB1	TNFRSF1A	9606.ENSP00000226574	9606.ENSP00000162749	0	0	0	0	0.061	0	0.900	0.539	0.952
NFKB1	TAB1	9606.ENSP00000226574	9606.ENSP00000216160	0	0	0	0	0.068	0.103	0.900	0.361	0.939
NFKB1	NFKBIA	9606.ENSP00000226574	9606.ENSP00000216797	0	0	0	0.762	0.218	0.988	0.900	0.826	0.999
NFKB1	RELB	9606.ENSP00000226574	9606.ENSP00000221452	0	0	0	0.751	0.248	0.936	0.900	0.913	0.995
NFKB1	PRKCB	9606.ENSP00000226574	9606.ENSP00000305355	0	0	0	0	0	0.180	0	0.300	0.402
NFKB1	TIRAP	9606.ENSP00000226574	9606.ENSP00000376445	0	0	0	0	0	0	0	0.425	0.424
NFKB1	TNFRSF13C	9606.ENSP00000226574	9606.ENSP00000291232	0	0	0	0	0	0	0	0.426	0.426
NFKB1	TRAF5	9606.ENSP00000226574	9606.ENSP00000261464	0	0	0	0	0.060	0.099	0	0.419	0.465
NFKB1	TNFSF13B	9606.ENSP00000226574	9606.ENSP00000365048	0	0	0	0	0.077	0	0	0.477	0.497
NFKB1	PARP1	9606.ENSP00000226574	9606.ENSP00000355759	0	0	0	0	0.062	0.379	0	0.224	0.508
NFKB1	PTGS2	9606.ENSP00000226574	9606.ENSP00000356438	0	0	0	0	0.096	0	0	0.511	0.539
NFKB1	TRAF3	9606.ENSP00000226574	9606.ENSP00000454207	0	0	0	0	0.091	0.099	0	0.530	0.582
NFKB1	TNFSF11	9606.ENSP00000226574	9606.ENSP00000381775	0	0	0	0	0	0.667	0	0.348	0.773
NFKB1	TNFAIP3	9606.ENSP00000226574	9606.ENSP00000481570	0	0	0	0	0.217	0.448	0	0.566	0.796
NFKB1	TLR4	9606.ENSP00000226574	9606.ENSP00000363089	0	0	0	0	0.088	0.070	0.800	0.588	0.920
NFKB1	TAB3	9606.ENSP00000226574	9606.ENSP00000368215	0	0	0	0	0	0	0.900	0.260	0.922
NFKB1	TRIM25	9606.ENSP00000226574	9606.ENSP00000323889	0	0	0	0	0.111	0.079	0.900	0.181	0.924
NFKB1	SYK	9606.ENSP00000226574	9606.ENSP00000364907	0	0	0	0	0.062	0.125	0.900	0.213	0.926
NFKB1	TRAF2	9606.ENSP00000226574	9606.ENSP00000247668	0	0	0	0	0.071	0.099	0.900	0.299	0.933
NFKB1	TRADD	9606.ENSP00000226574	9606.ENSP00000341268	0	0	0	0	0.132	0	0.900	0.407	0.944
NFKB1	NFKB2	9606.ENSP00000226574	9606.ENSP00000358983	0	0	0	0.900	0.192	0.336	0.900	0.921	0.947
NFKB1	TRAF1	9606.ENSP00000226574	9606.ENSP00000362994	0	0	0	0	0.133	0.099	0.900	0.472	0.953
NFKB1	RIPK1	9606.ENSP00000226574	9606.ENSP00000259808	0	0	0	0	0.088	0.410	0.900	0.383	0.962
NFKB1	TNF	9606.ENSP00000226574	9606.ENSP00000398698	0	0	0	0	0.108	0	0.900	0.672	0.968
NFKB1	TAB2	9606.ENSP00000226574	9606.ENSP00000356426	0	0	0	0	0	0.320	0.900	0.577	0.968
NFKB1	RELA	9606.ENSP00000226574	9606.ENSP00000384273	0	0	0	0.776	0.133	0.900	0.900	0.886	0.992
NFKB2	TNFRSF1A	9606.ENSP00000358983	9606.ENSP00000162749	0	0	0	0	0.083	0	0	0.587	0.605
NFKB2	TAB1	9606.ENSP00000358983	9606.ENSP00000216160	0	0	0	0	0.063	0.103	0	0.363	0.417
